Year,State,Topic,Question,Data_Value,Age_Group,Gender,Race/Ethnicity,Cluster
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,43.5,Overall,Male,Unknown,0
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.1,Overall,Unknown,"White, non-Hispanic",1
2017,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,71.6,Overall,Unknown,Hispanic,2
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,48.2,65 years or older,Unknown,Unknown,2
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,23.1,50-64 years,Unknown,Hispanic,1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.0,50-64 years,Unknown,"White, non-Hispanic",1
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.3,Overall,Male,Unknown,0
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.5,50-64 years,Unknown,"White, non-Hispanic",2
2015,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,77.6,50-64 years,Unknown,Hispanic,2
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.2,65 years or older,Male,Unknown,0
2015,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.2,50-64 years,Female,Unknown,1
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.5,65 years or older,Female,Unknown,1
2018,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.9,65 years or older,Unknown,"White, non-Hispanic",2
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.3,Overall,Male,Unknown,0
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.2,65 years or older,Female,Unknown,2
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.5,Overall,Unknown,Unknown,2
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,56.1,65 years or older,Female,Unknown,2
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.6,65 years or older,Male,Unknown,1
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,66.4,50-64 years,Female,Unknown,2
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.6,65 years or older,Female,Unknown,1
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.2,65 years or older,Unknown,Unknown,0
2017,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,68.0,Overall,Female,Unknown,2
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.5,Overall,Male,Unknown,1
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,4.1,65 years or older,Female,Unknown,1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,16.8,50-64 years,Unknown,"Black, non-Hispanic",1
2017,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.8,65 years or older,Unknown,Hispanic,2
2018,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,34.5,Overall,Male,Unknown,0
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.5,Overall,Unknown,Hispanic,1
2018,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Male,Unknown,1
2018,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,32.6,50-64 years,Male,Unknown,0
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.6,Overall,Unknown,Unknown,1
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.2,65 years or older,Unknown,"White, non-Hispanic",2
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,48.1,Overall,Unknown,"White, non-Hispanic",2
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.8,50-64 years,Unknown,Unknown,1
2015,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,71.4,Overall,Unknown,Unknown,2
2019,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,58.2,50-64 years,Male,Unknown,2
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,65 years or older,Unknown,"White, non-Hispanic",1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.8,Overall,Unknown,"Black, non-Hispanic",1
2018,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.1,50-64 years,Unknown,Unknown,1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.9,50-64 years,Female,Unknown,1
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.4,50-64 years,Female,Unknown,1
2018,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.7,Overall,Unknown,"Black, non-Hispanic",1
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,55.4,Overall,Unknown,Unknown,2
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,33.1,50-64 years,Unknown,"Black, non-Hispanic",0
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.7,Overall,Unknown,Unknown,1
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.5,65 years or older,Female,Unknown,2
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.3,50-64 years,Male,Unknown,2
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.5,Overall,Unknown,"White, non-Hispanic",1
2015,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.7,Overall,Male,Unknown,1
2019,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.0,65 years or older,Male,Unknown,2
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.7,65 years or older,Unknown,"White, non-Hispanic",2
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.3,Overall,Female,Unknown,1
2015,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.2,65 years or older,Female,Unknown,1
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.1,50-64 years,Unknown,Unknown,1
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.3,Overall,Female,Unknown,1
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.8,50-64 years,Male,Unknown,1
2018,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.6,Overall,Unknown,"White, non-Hispanic",1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.5,65 years or older,Unknown,"White, non-Hispanic",1
2015,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.4,50-64 years,Unknown,Unknown,1
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,4.2,65 years or older,Unknown,Hispanic,1
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,58.2,Overall,Female,Unknown,2
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.3,Overall,Female,Unknown,1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.0,Overall,Male,Unknown,1
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.9,Overall,Female,Unknown,2
2015,Rhode Island,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,77.0,50-64 years,Female,Unknown,2
2015,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.5,50-64 years,Male,Unknown,1
2015,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.0,Overall,Unknown,"Black, non-Hispanic",1
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.2,Overall,Unknown,Unknown,0
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,50-64 years,Male,Unknown,1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.9,Overall,Unknown,Unknown,1
2015,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,64.0,65 years or older,Unknown,Unknown,2
2019,Pennsylvania,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,43.2,50-64 years,Male,Unknown,0
2017,Puerto Rico,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,84.3,50-64 years,Unknown,Hispanic,2
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.0,50-64 years,Unknown,"White, non-Hispanic",1
2015,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,34.4,65 years or older,Unknown,"Black, non-Hispanic",0
2017,Puerto Rico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.4,Overall,Unknown,Unknown,1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.4,65 years or older,Unknown,"White, non-Hispanic",1
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,Overall,Female,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.9,65 years or older,Female,Unknown,1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,40.3,65 years or older,Unknown,"White, non-Hispanic",0
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,64.8,Overall,Unknown,"Black, non-Hispanic",2
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.4,65 years or older,Unknown,"White, non-Hispanic",1
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,61.0,50-64 years,Female,Unknown,2
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,42.0,Overall,Male,Unknown,0
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.1,Overall,Male,Unknown,1
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.7,50-64 years,Unknown,"White, non-Hispanic",1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,55.9,50-64 years,Male,Unknown,2
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,65 years or older,Unknown,"Black, non-Hispanic",1
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.6,65 years or older,Female,Unknown,1
2015,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.7,50-64 years,Unknown,"White, non-Hispanic",0
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.6,Overall,Unknown,Unknown,1
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.9,50-64 years,Unknown,Unknown,1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,Overall,Unknown,"White, non-Hispanic",1
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.9,65 years or older,Male,Unknown,1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.0,Overall,Unknown,Unknown,2
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Unknown,"Black, non-Hispanic",1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.9,50-64 years,Unknown,Unknown,1
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,Overall,Unknown,Unknown,1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.0,Overall,Unknown,"White, non-Hispanic",2
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.2,65 years or older,Unknown,"White, non-Hispanic",0
2019,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.7,50-64 years,Unknown,"White, non-Hispanic",2
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,35.7,Overall,Male,Unknown,0
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.3,50-64 years,Unknown,"Black, non-Hispanic",1
2019,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.3,50-64 years,Male,Unknown,2
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.2,65 years or older,Male,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.5,Overall,Unknown,"White, non-Hispanic",1
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.4,65 years or older,Female,Unknown,0
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.2,65 years or older,Female,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.5,65 years or older,Unknown,Unknown,1
2019,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.3,Overall,Unknown,"Black, non-Hispanic",2
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,66.0,50-64 years,Female,Unknown,2
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.9,65 years or older,Unknown,Unknown,0
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,51.2,Overall,Female,Unknown,2
2019,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.3,65 years or older,Unknown,Unknown,0
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.5,Overall,Female,Unknown,1
2019,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.0,Overall,Unknown,Unknown,0
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,56.3,50-64 years,Unknown,"White, non-Hispanic",2
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.4,65 years or older,Unknown,Unknown,0
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.5,Overall,Unknown,Unknown,1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.5,65 years or older,Male,Unknown,1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.1,50-64 years,Female,Unknown,2
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.3,65 years or older,Unknown,"Black, non-Hispanic",1
2015,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.7,65 years or older,Male,Unknown,0
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.8,Overall,Female,Unknown,1
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.0,Overall,Unknown,"White, non-Hispanic",1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.4,50-64 years,Female,Unknown,1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.8,65 years or older,Unknown,Unknown,1
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.3,Overall,Unknown,"White, non-Hispanic",2
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.3,50-64 years,Unknown,Unknown,1
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.9,Overall,Unknown,Unknown,2
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.0,Overall,Unknown,Unknown,1
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.3,50-64 years,Male,Unknown,1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.1,50-64 years,Female,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.8,65 years or older,Male,Unknown,1
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,29.6,50-64 years,Male,Unknown,0
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.3,Overall,Female,Unknown,1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.9,Overall,Unknown,"White, non-Hispanic",1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.1,50-64 years,Unknown,"Black, non-Hispanic",1
2019,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.5,Overall,Male,Unknown,0
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.8,50-64 years,Unknown,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.6,50-64 years,Female,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Female,Unknown,1
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.6,65 years or older,Unknown,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.0,50-64 years,Unknown,"White, non-Hispanic",1
2019,South Carolina,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.0,50-64 years,Unknown,"White, non-Hispanic",2
